2024-05-02 17:34:53,712 INFO    StreamThr :95354 [internal.py:wandb_internal():87] W&B internal server running at pid: 95354, started at: 2024-05-02 17:34:53.711756
2024-05-02 17:34:53,715 DEBUG   HandlerThread:95354 [handler.py:handle_request():144] handle_request: status
2024-05-02 17:34:53,717 INFO    WriterThread:95354 [datastore.py:open_for_write():85] open: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/run-6lh2marh.wandb
2024-05-02 17:34:53,718 DEBUG   SenderThread:95354 [sender.py:send():334] send: header
2024-05-02 17:34:53,722 DEBUG   SenderThread:95354 [sender.py:send():334] send: run
2024-05-02 17:34:54,427 INFO    SenderThread:95354 [dir_watcher.py:__init__():216] watching files in: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/files
2024-05-02 17:34:54,427 INFO    SenderThread:95354 [sender.py:_start_run_threads():1065] run started: 6lh2marh with start time 1714692893.71166
2024-05-02 17:34:54,427 DEBUG   SenderThread:95354 [sender.py:send_request():361] send_request: summary_record
2024-05-02 17:34:54,427 INFO    SenderThread:95354 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-05-02 17:34:54,430 DEBUG   HandlerThread:95354 [handler.py:handle_request():144] handle_request: check_version
2024-05-02 17:34:54,430 DEBUG   SenderThread:95354 [sender.py:send_request():361] send_request: check_version
2024-05-02 17:34:54,646 DEBUG   HandlerThread:95354 [handler.py:handle_request():144] handle_request: run_start
2024-05-02 17:34:54,684 DEBUG   HandlerThread:95354 [system_info.py:__init__():31] System info init
2024-05-02 17:34:54,684 DEBUG   HandlerThread:95354 [system_info.py:__init__():46] System info init done
2024-05-02 17:34:54,684 INFO    HandlerThread:95354 [system_monitor.py:start():151] Starting system monitor
2024-05-02 17:34:54,684 INFO    SystemMonitor:95354 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-05-02 17:34:54,685 INFO    HandlerThread:95354 [system_monitor.py:probe():172] Collecting system info
2024-05-02 17:34:54,685 INFO    SystemMonitor:95354 [interfaces.py:start():168] Started cpu
2024-05-02 17:34:54,686 INFO    SystemMonitor:95354 [interfaces.py:start():168] Started disk
2024-05-02 17:34:54,687 INFO    SystemMonitor:95354 [interfaces.py:start():168] Started gpu
2024-05-02 17:34:54,688 INFO    SystemMonitor:95354 [interfaces.py:start():168] Started memory
2024-05-02 17:34:54,689 INFO    SystemMonitor:95354 [interfaces.py:start():168] Started network
2024-05-02 17:34:54,702 DEBUG   HandlerThread:95354 [system_info.py:probe():195] Probing system
2024-05-02 17:34:54,724 DEBUG   HandlerThread:95354 [system_info.py:_probe_git():180] Probing git
2024-05-02 17:34:54,734 DEBUG   HandlerThread:95354 [system_info.py:_probe_git():188] Probing git done
2024-05-02 17:34:54,734 DEBUG   HandlerThread:95354 [system_info.py:probe():241] Probing system done
2024-05-02 17:34:54,734 DEBUG   HandlerThread:95354 [system_monitor.py:probe():181] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-05-02T23:34:54.702776', 'startedAt': '2024-05-02T23:34:53.705822', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/zachpipher123/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '8e998a8b98488b6ee6701939ca6e340cab3436f6'}, 'email': None, 'root': '/root/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-OU8VA5U', 'username': 'root', 'executable': '/root/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3600.0, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.0, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 24.162776947021484}, 'gpu': 'NVIDIA GeForce GTX 1060 3GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1060 3GB', 'memory_total': 3221225472}], 'memory': {'total': 7.724681854248047}}
2024-05-02 17:34:54,734 INFO    HandlerThread:95354 [system_monitor.py:probe():182] Finished collecting system info
2024-05-02 17:34:54,734 INFO    HandlerThread:95354 [system_monitor.py:probe():185] Publishing system info
2024-05-02 17:34:54,734 DEBUG   HandlerThread:95354 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-05-02 17:34:54,734 DEBUG   HandlerThread:95354 [system_info.py:_save_pip():67] Saving pip packages done
2024-05-02 17:34:54,734 DEBUG   HandlerThread:95354 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-05-02 17:34:55,296 DEBUG   HandlerThread:95354 [system_info.py:_save_conda():86] Saving conda packages done
2024-05-02 17:34:55,296 INFO    HandlerThread:95354 [system_monitor.py:probe():187] Finished publishing system info
2024-05-02 17:34:55,299 DEBUG   SenderThread:95354 [sender.py:send():334] send: files
2024-05-02 17:34:55,299 INFO    SenderThread:95354 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-05-02 17:34:55,307 DEBUG   SenderThread:95354 [sender.py:send():334] send: telemetry
2024-05-02 17:34:55,307 DEBUG   HandlerThread:95354 [handler.py:handle_request():144] handle_request: stop_status
2024-05-02 17:34:55,307 DEBUG   SenderThread:95354 [sender.py:send_request():361] send_request: stop_status
2024-05-02 17:34:55,428 INFO    Thread-12 :95354 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/files/conda-environment.yaml
2024-05-02 17:34:55,428 INFO    Thread-12 :95354 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/files/wandb-metadata.json
2024-05-02 17:34:55,429 INFO    Thread-12 :95354 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/files/requirements.txt
2024-05-02 17:34:55,429 INFO    Thread-12 :95354 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/files/wandb-summary.json
2024-05-02 17:34:55,617 DEBUG   SenderThread:95354 [sender.py:send():334] send: config
2024-05-02 17:34:55,934 INFO    Thread-15 :95354 [upload_job.py:push():143] Uploaded file /tmp/tmpuov40eltwandb/5id9zoqf-wandb-metadata.json
2024-05-02 17:34:56,079 DEBUG   SenderThread:95354 [sender.py:send():334] send: use_artifact
2024-05-02 17:34:56,428 INFO    Thread-12 :95354 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240502_173453-6lh2marh/files/output.log
2024-05-02 17:34:57,027 DEBUG   HandlerThread:95354 [handler.py:handle_request():144] handle_request: log_artifact
2024-05-02 17:34:57,027 DEBUG   SenderThread:95354 [sender.py:send_request():361] send_request: log_artifact
